Age,DistanceFromHome,JobLevel,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,Attrition
39,2,2,4553,11,20,20,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single,0,0
32,10,2,5396,12,10,10,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,0,0
50,8,2,6796,14,18,4,Travel_Frequently,Sales,Technical Degree,Male,Sales Executive,Married,1,1
38,1,2,7625,13,10,9,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,0,0
27,1,3,7412,11,9,9,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,0
32,3,3,11159,15,10,7,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,0,0
47,14,2,4960,12,20,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,0,0
40,5,3,10475,21,20,18,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,1,0
53,7,4,14814,19,32,5,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,0,0
41,10,5,19141,15,23,21,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Divorced,0,0
60,16,2,5405,14,10,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,0,0
27,10,3,8793,21,9,9,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,0,0
41,1,5,19189,12,22,22,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Married,0,0
50,8,1,3875,15,4,2,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,0,0
28,1,1,2216,13,10,7,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,1,1
36,8,3,11713,14,10,8,Non-Travel,Research & Development,Life Sciences,Female,Research Director,Married,0,0
38,1,3,7861,14,10,1,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,1,0
44,24,1,3708,14,9,5,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,0,0
47,3,4,13770,12,28,22,Travel_Frequently,Sales,Medical,Female,Sales Executive,Divorced,1,0
30,27,2,5304,23,10,8,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,0,0
29,10,1,2642,11,1,1,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,0,0
42,19,1,2759,12,7,2,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,1,1
43,15,2,6804,18,7,2,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,0,0
34,8,2,6142,11,10,5,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,0,0
23,9,1,2500,14,5,4,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
39,3,2,6389,15,12,8,Travel_Rarely,Human Resources,Human Resources,Female,Human Resources,Married,0,0
56,9,4,11103,11,30,10,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,0,0
40,2,1,2342,20,5,4,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,1,0
27,7,2,6811,19,9,7,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,0,0
29,10,1,2297,14,2,2,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Divorced,0,0
53,6,2,2450,17,19,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,0,0
35,2,2,5093,11,16,1,Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,Divorced,0,0
32,24,2,5309,15,10,10,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
38,2,1,3057,13,6,1,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,1,0
34,8,2,5121,14,7,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,0,0
52,3,4,16856,11,34,34,Travel_Rarely,Sales,Marketing,Male,Manager,Married,0,0
33,1,1,2686,13,10,10,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,1,1
25,26,2,6180,23,6,6,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,0,0
45,2,2,6632,13,9,8,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Single,0,0
23,10,1,3505,18,2,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,0,0
47,27,2,6397,12,8,5,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Single,1,1
34,2,2,6274,22,6,6,Travel_Rarely,Sales,Other,Male,Sales Executive,Single,0,0
55,2,5,19859,13,24,5,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,1,1
36,8,3,7587,15,10,10,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,0,0
52,19,1,4258,18,5,4,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,0,0
26,1,1,4364,14,5,2,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,0,0
29,27,2,4335,12,11,8,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,0,0
26,8,2,5326,17,6,4,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Single,0,1
34,1,1,3280,16,10,4,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,0,0
54,19,2,5485,11,9,5,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,1,0
27,8,2,4342,19,5,4,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,0,0
37,10,1,2782,13,6,5,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,1,0
38,2,2,5980,12,17,15,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Single,1,0
34,2,1,4381,11,6,6,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,0,0
35,8,1,2572,16,3,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,0,0
30,1,1,3833,21,7,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
40,2,2,4244,24,8,8,Travel_Frequently,Research & Development,Medical,Female,Healthcare Representative,Married,0,0
34,8,2,6500,17,6,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,0,0
42,8,5,18430,13,24,24,Travel_Frequently,Research & Development,Life Sciences,Male,Manager,Divorced,0,0
23,6,1,1601,21,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,1
24,9,1,2694,11,1,1,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,0,0
52,11,2,3149,20,9,5,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,0,0
50,2,4,17639,16,30,4,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,0,0
29,1,1,2319,11,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,1,1
33,7,3,11691,11,14,13,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,0,0
33,16,2,5324,15,6,3,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,0,1
47,2,4,16752,11,26,26,Travel_Rarely,Research & Development,Other,Female,Manager,Married,1,0
36,1,2,5228,15,10,9,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Married,0,0
29,23,1,2700,24,10,10,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,0,0
58,2,5,19246,12,40,31,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Single,1,1
35,1,1,2506,13,7,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,0,0
42,1,2,6062,13,8,4,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,1,0
28,2,1,4382,17,5,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,0,1
36,13,1,2143,13,8,5,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,0,0
32,4,2,6162,12,14,14,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,0
40,16,2,5094,14,10,1,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,0,0
30,2,2,6877,24,12,0,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,1,0
45,2,1,2274,14,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,0,0
42,29,2,4434,13,10,9,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,0,0
38,12,2,6288,15,13,4,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,0,0
34,16,1,2553,16,6,5,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,0,0
49,11,3,7654,18,9,9,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,0,1
55,2,2,5160,16,12,9,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,0,1
43,14,4,17159,24,22,4,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,0,0
27,5,3,12808,16,9,9,Travel_Rarely,Research & Development,Technical Degree,Male,Research Director,Divorced,1,0
35,7,3,10221,21,17,8,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Single,0,0
28,2,2,4779,20,8,8,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,1,0
34,3,1,3737,19,4,3,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,0,0
26,5,1,2366,14,8,8,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,1,1
27,3,1,1706,11,0,0,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,0,0
51,26,4,16307,14,29,20,Travel_Rarely,Sales,Marketing,Female,Manager,Married,0,0
44,4,2,5933,12,10,5,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,0,0
25,2,1,3424,13,6,4,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,0,0
33,1,2,4037,22,9,9,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,0,0
35,27,1,2559,11,6,6,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,0,0
36,1,2,6201,14,18,18,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,1,0
32,13,2,4403,11,8,5,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,0,0
30,5,1,3761,12,10,5,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,0,0
53,7,3,10934,18,35,5,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,1,0
45,9,3,10761,12,18,5,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,1,0
32,8,2,5175,12,9,5,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,0,0
52,25,4,13826,22,31,9,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Married,0,0
37,16,2,6334,19,9,1,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,0,0
28,8,1,4936,13,6,5,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Divorced,0,0
22,1,2,4775,22,4,2,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,0,0
44,8,1,2818,24,10,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,0
42,2,1,2515,14,8,2,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,1,0
36,8,1,2342,21,6,5,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Married,0,0
25,3,2,4194,18,5,5,Travel_Rarely,Sales,Other,Male,Sales Executive,Married,1,0
35,9,3,10685,20,17,17,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,1,0
35,25,1,2022,19,10,10,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,1,1
32,1,1,2314,12,4,3,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,0,0
25,4,2,4256,12,5,5,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,0,0
49,1,1,3580,16,7,4,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,0,0
24,4,1,3162,17,6,5,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
32,5,2,6524,14,10,10,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,0,0
38,9,1,2899,19,3,2,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,0,0
42,3,2,5231,13,17,5,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,1,0
31,11,1,2356,19,8,6,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,1,0
29,1,1,2800,19,5,3,Travel_Rarely,Sales,Medical,Female,Sales Representative,Divorced,1,1
53,8,4,11836,14,28,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,0,0
35,25,3,10903,16,16,13,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Married,0,0
37,21,1,2973,15,10,5,Travel_Frequently,Sales,Medical,Female,Sales Representative,Married,0,0
53,23,4,14275,18,33,12,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,0,0
43,1,2,5562,13,12,5,Travel_Frequently,Research & Development,Life Sciences,Female,Healthcare Representative,Married,0,0
47,2,2,4537,22,8,7,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,1,0
37,19,3,7642,13,10,10,Non-Travel,Sales,Medical,Male,Sales Executive,Single,1,0
50,2,4,17924,11,31,31,Non-Travel,Research & Development,Life Sciences,Male,Manager,Divorced,0,0
39,2,2,5204,11,13,5,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,0,0
33,3,1,2277,11,7,4,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Divorced,1,0
32,25,1,2795,24,1,1,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,1,1
29,7,1,2532,14,8,4,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,0,0
44,9,1,2559,13,8,8,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,1,0
28,5,2,4908,14,4,4,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,0,0
58,2,1,2380,14,3,1,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,1,1
43,8,2,4765,21,4,1,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,0,0
20,2,1,2044,13,2,2,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,0,1
21,18,1,2693,19,1,1,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Single,0,1
36,14,2,6586,17,17,16,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,1,0
47,2,1,3294,18,3,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,1,0
22,3,2,4171,19,4,3,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,1,1
41,2,1,2778,13,10,7,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,1,1
28,9,1,2377,18,6,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,0,0
39,6,1,2404,21,8,2,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,1,1
27,4,1,2318,19,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,0,0
34,10,1,2008,14,1,1,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,0,0
42,14,2,6244,17,10,5,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,0,0
33,1,1,2799,11,6,3,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,1,0
58,5,3,10552,13,24,6,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Divorced,1,0
31,7,1,2329,15,13,7,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,0,0
35,21,2,4014,25,10,10,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,1,0
49,8,3,7403,11,29,26,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,0,0
48,20,1,2259,17,13,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,0,0
31,20,2,6932,13,9,9,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,0,0
36,7,1,4678,18,8,6,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,0,0
38,1,3,13582,13,15,15,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Married,0,0
32,1,1,2332,20,5,3,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,0,0
25,19,1,2413,18,1,1,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,1,1
40,10,3,9705,12,11,1,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,0,0
26,1,2,4294,12,7,7,Travel_Frequently,Sales,Medical,Male,Sales Executive,Single,0,0
41,6,1,4721,13,20,18,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,1,0
36,2,1,2519,21,16,11,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,0,0
19,21,1,2121,13,1,1,Travel_Rarely,Sales,Other,Male,Sales Representative,Single,1,1
20,4,1,2973,19,1,1,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,0,1
31,12,2,5855,11,10,9,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,1,0
40,9,1,3617,14,3,1,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,1,0
32,3,2,6725,12,8,8,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,0,0
36,3,3,10325,11,16,16,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,1,1
33,1,2,6949,14,6,5,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,0,0
37,1,3,10609,11,17,14,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,0,1
45,4,2,4447,12,9,9,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
29,20,1,2157,15,3,3,Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Married,0,0
35,18,2,4601,16,5,5,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,0,0
52,1,4,17099,15,26,9,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,0,0
58,2,1,2479,24,7,1,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,0,1
53,2,4,14852,13,22,17,Travel_Rarely,Sales,Medical,Male,Manager,Divorced,0,0
30,8,3,7264,11,10,8,Travel_Rarely,Sales,Other,Male,Sales Executive,Divorced,0,0
38,10,2,5666,13,6,5,Non-Travel,Sales,Technical Degree,Female,Sales Executive,Single,1,0
35,3,3,7823,13,12,10,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,0,0
39,2,3,7880,18,9,8,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,0,0
40,24,4,13194,16,22,1,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Single,1,1
47,16,2,5067,19,20,19,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Divorced,1,0
36,8,2,5079,13,12,7,Non-Travel,Sales,Technical Degree,Male,Sales Executive,Divorced,0,0
31,9,1,2321,22,4,3,Non-Travel,Research & Development,Medical,Male,Research Scientist,Single,1,1
33,17,4,17444,11,10,10,Non-Travel,Sales,Life Sciences,Male,Manager,Single,0,0
29,10,1,2404,20,3,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,1,1
33,13,1,3452,18,5,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,0,0
45,1,1,2270,14,8,5,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,0,0
50,1,4,17399,22,32,5,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,0,0
33,1,2,5488,13,6,6,Travel_Frequently,Research & Development,Other,Female,Healthcare Representative,Married,1,0
41,9,5,19419,17,21,18,Travel_Frequently,Research & Development,Medical,Male,Research Director,Divorced,0,0
27,16,1,2811,14,4,2,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Married,0,0
45,23,2,3633,15,9,9,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,1,0
47,4,2,4163,17,9,9,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,1,0
30,22,1,2132,11,7,5,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,1,1
50,24,4,13973,18,22,12,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,1,0
38,10,1,2684,17,3,2,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married,0,0
46,7,3,10845,13,13,8,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,0,0
24,17,2,4377,15,5,4,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,0,0
35,14,1,3743,24,5,4,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,1,1
31,1,2,4148,12,4,4,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,0
18,5,1,1051,15,0,0,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,0,0
54,17,3,10739,11,22,10,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Married,0,0
35,25,3,10388,11,16,16,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,1,0
30,8,3,11416,12,9,8,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,1,0
20,11,1,2600,15,1,1,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,1,1
30,5,1,2422,17,4,3,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,0,1
26,2,2,5472,12,8,8,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,0,0
22,8,1,2451,15,4,4,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
48,6,2,4240,13,19,2,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,0,0
48,4,3,10999,14,27,15,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,0,0
41,7,2,5003,14,8,2,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,0,0
39,1,4,12742,16,21,21,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,0
27,2,2,4227,18,4,3,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,0,0
35,10,1,3917,20,3,3,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,0,0
42,5,5,18303,13,21,1,Travel_Rarely,Sales,Marketing,Male,Manager,Married,0,0
50,9,1,2380,18,8,1,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
59,2,4,13726,13,30,5,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,1,0
37,11,2,4777,15,15,1,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,0,1
55,18,2,6385,14,17,8,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,1,0
41,7,5,19973,22,21,21,Non-Travel,Research & Development,Life Sciences,Female,Research Director,Divorced,0,0
38,3,2,6861,12,19,1,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,1,0
26,29,2,4969,18,7,2,Non-Travel,Sales,Medical,Male,Sales Executive,Single,0,1
52,2,5,19845,15,33,32,Travel_Rarely,Sales,Marketing,Female,Manager,Married,0,1
44,28,4,13320,18,23,12,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,1,0
50,1,2,6347,12,19,18,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,0,0
36,16,1,2743,16,18,17,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,0,1
39,22,3,10880,13,21,21,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,1,0
33,8,1,2342,19,3,2,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Single,0,0
45,11,4,17650,13,26,9,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,0,0
32,29,1,4025,12,10,8,Non-Travel,Research & Development,Medical,Female,Laboratory Technician,Single,0,0
34,1,2,9725,11,16,15,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,0,0
59,1,3,11904,14,14,6,Travel_Rarely,Sales,Technical Degree,Male,Manager,Married,1,0
45,24,1,2177,16,6,6,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Single,0,0
53,2,3,7525,12,30,15,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,0,0
36,15,2,4834,14,9,1,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,0,1
26,2,1,2042,14,6,3,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,1,1
34,10,1,2220,19,1,1,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,1,0
28,10,1,1052,22,1,1,Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,0,0
38,3,1,2821,16,8,2,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Married,0,0
50,2,5,19237,11,29,8,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,1,0
37,3,2,4107,15,8,4,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Single,0,0
40,26,2,8396,14,8,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,0,0
26,1,1,2007,13,5,5,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,0,0
46,1,5,19627,17,23,2,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,0,0
54,2,3,10686,11,13,9,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,0,0
56,9,1,2942,19,18,5,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,0,0
36,12,3,8858,11,15,14,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,0,0
55,2,4,16756,15,31,9,Non-Travel,Research & Development,Medical,Male,Manager,Single,0,0
43,25,3,10798,13,18,1,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,0,0
20,9,1,2323,14,2,2,Travel_Frequently,Sales,Marketing,Female,Sales Representative,Single,1,1
21,10,1,1416,13,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,0,1
46,8,2,4615,23,19,16,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,1,0
51,4,1,2461,12,18,10,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,1,1
28,24,3,8722,12,10,10,Non-Travel,Research & Development,Technical Degree,Male,Healthcare Representative,Single,0,1
26,1,1,3955,16,6,5,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,0,0
30,20,2,9957,15,7,6,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Married,0,0
41,7,1,3376,13,10,10,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Married,0,0
38,17,3,8823,18,20,19,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,0,0
40,20,3,10322,20,14,11,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Married,0,0
27,8,1,4621,19,3,3,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,0,0
55,2,3,10976,18,23,3,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,0,0
28,10,2,3660,13,10,8,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Single,0,0
44,1,3,10482,14,24,20,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Married,0,1
